label,text
guilt,My mother wants to talk very often about her life. I dislike this à because she always talks negatively about the same people à whatever I do it doesn't help.
joy,At the moment when I heard the result of an examination and it à proved that I succeeded the second year of my study.
fear,I have a fobic anxiety for elevators. This anxiety is worst at à the moment when the doors have to open. I have it often in the à elevator at our university.
anger,When someone accuses me without reason and is not willing to à listen to me.
sadness,My boyfriend decided to make an end to our relationship.
disgust,A person I know who tells lies and so pretending to be better à than she is.
shame,When I am in an auditorium with people and I ask a silly question à so that everyone starts to laugh.
guilt,I moved to Nijmegen for my study. Soon after this my mother had à to be admitted in hospital because of cardiac compliants. I knew à that my moving was an important reason for this.
joy,I can't give one description here. I often feel joyful when I à have done things good in relation to other people especially when à my friend says he loves me and I also tell him that I love him.
fear,I was afraid when my first boyfriend threatened to make an end to à our relationship because he didn't love me enough while I loved à him very much.
anger,"A good friend deceived me. Because of that little quarrel our à relationship finished, mainly because she was not honest. I was à very angry about that."
sadness,I was very sad when my first boyfriend finished our relationship.
disgust,I was once raped (one year ago) by a man who was a lot older than à me and whom I just met. Maybe it wasn't rape but the man wanted à more than I wanted to give him since there were other people in à vicinity.
shame,I felt shame when I didn't study enough for my exams and as a à result I failed. I then invented idle stories to talk it good for à myself and the others.
guilt,I felt guilty when I once went out with another boy and made love à with him while I had a close boyfriend.
joy,When my boyfriend came back after being away for 10 days.
fear,When I was sitting in a car next to a man who was masturbating.
anger,"When my mother told things to my sister, which I told my mother à in confindence."
sadness,Tonight in bed when I realised how bad my relationship with my à friend was.
disgust,"When I was in Eindhoven on an Exhibition of Hernan Nitsche, who à made paintings with real blood. There were also photographs about à the killing of cows."
shame,When I made an end on a relationship after three years.
guilt,That I didn't want my friend to leave on holiday for 10 days à because I thought I would miss him. I was constantly trying to à persuade him.
joy,When I was making music together with my friend. It sounded very à good and we were very satisfied.
fear,When my cat ran under a car and came home wounded. He could à hardly walk. I didn't dare to go to a veterinarian because I was à afraid he would kill him.
anger,I had to unscrew something on my car. I didn't succeed after two à afternoons of trying. A feeling of anger built up itself.
